0.0,45.0,90.0,135.0,180.0,225.0,270.0,315.0,1.0,2.0,3.0,4.0,5.0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
4,,,,,,,,4.0,3.0,2.0,4.0,6.0
2,,,,,,,,3.0,4.0,2.0,2.0,3.0
1,,,,,,,,3.0,2.0,4.0,2.0,2.0
2,,,,,,,,3.0,3.0,4.0,5.0,3.0
4,,,,,,,,4.0,3.0,3.0,4.0,4.0
3,,,,,,,,4.0,1.0,2.0,4.0,3.0
5,,,,,,,,2.0,3.0,3.0,2.0,3.0
2,,,,,,,,3.0,3.0,3.0,3.0,1.0
