section_name,x_position
L5PCtemplate[0].soma[0],0.5
L5PCtemplate[0].dend[0],0.5
L5PCtemplate[0].dend[1],0.5
L5PCtemplate[0].dend[2],0.07142857142857142
L5PCtemplate[0].dend[2],0.21428571428571427
L5PCtemplate[0].dend[2],0.35714285714285715
L5PCtemplate[0].dend[2],0.5
L5PCtemplate[0].dend[2],0.6428571428571429
L5PCtemplate[0].dend[2],0.7857142857142857
L5PCtemplate[0].dend[2],0.9285714285714286
L5PCtemplate[0].dend[3],0.5
L5PCtemplate[0].dend[4],0.1
L5PCtemplate[0].dend[4],0.3
L5PCtemplate[0].dend[4],0.5
L5PCtemplate[0].dend[4],0.7
L5PCtemplate[0].dend[4],0.9
L5PCtemplate[0].dend[5],0.05555555555555555
L5PCtemplate[0].dend[5],0.16666666666666666
L5PCtemplate[0].dend[5],0.2777777777777778
L5PCtemplate[0].dend[5],0.3888888888888889
L5PCtemplate[0].dend[5],0.5
L5PCtemplate[0].dend[5],0.6111111111111112
L5PCtemplate[0].dend[5],0.7222222222222222
L5PCtemplate[0].dend[5],0.8333333333333334
L5PCtemplate[0].dend[5],0.9444444444444444
L5PCtemplate[0].dend[6],0.07142857142857142
L5PCtemplate[0].dend[6],0.21428571428571427
L5PCtemplate[0].dend[6],0.35714285714285715
L5PCtemplate[0].dend[6],0.5
L5PCtemplate[0].dend[6],0.6428571428571429
L5PCtemplate[0].dend[6],0.7857142857142857
L5PCtemplate[0].dend[6],0.9285714285714286
L5PCtemplate[0].dend[7],0.5
L5PCtemplate[0].dend[8],0.5
L5PCtemplate[0].dend[9],0.5
L5PCtemplate[0].dend[10],0.16666666666666666
L5PCtemplate[0].dend[10],0.5
L5PCtemplate[0].dend[10],0.8333333333333334
L5PCtemplate[0].dend[11],0.5
L5PCtemplate[0].dend[12],0.5
L5PCtemplate[0].dend[13],0.07142857142857142
L5PCtemplate[0].dend[13],0.21428571428571427
L5PCtemplate[0].dend[13],0.35714285714285715
L5PCtemplate[0].dend[13],0.5
L5PCtemplate[0].dend[13],0.6428571428571429
L5PCtemplate[0].dend[13],0.7857142857142857
L5PCtemplate[0].dend[13],0.9285714285714286
L5PCtemplate[0].dend[14],0.07142857142857142
L5PCtemplate[0].dend[14],0.21428571428571427
L5PCtemplate[0].dend[14],0.35714285714285715
L5PCtemplate[0].dend[14],0.5
L5PCtemplate[0].dend[14],0.6428571428571429
L5PCtemplate[0].dend[14],0.7857142857142857
L5PCtemplate[0].dend[14],0.9285714285714286
L5PCtemplate[0].dend[15],0.16666666666666666
L5PCtemplate[0].dend[15],0.5
L5PCtemplate[0].dend[15],0.8333333333333334
L5PCtemplate[0].dend[16],0.5
L5PCtemplate[0].dend[17],0.5
L5PCtemplate[0].dend[18],0.5
L5PCtemplate[0].dend[19],0.5
L5PCtemplate[0].dend[20],0.5
L5PCtemplate[0].dend[21],0.5
L5PCtemplate[0].dend[22],0.16666666666666666
L5PCtemplate[0].dend[22],0.5
L5PCtemplate[0].dend[22],0.8333333333333334
L5PCtemplate[0].dend[23],0.5
L5PCtemplate[0].dend[24],0.5
L5PCtemplate[0].dend[25],0.5
L5PCtemplate[0].dend[26],0.5
L5PCtemplate[0].dend[27],0.16666666666666666
L5PCtemplate[0].dend[27],0.5
L5PCtemplate[0].dend[27],0.8333333333333334
L5PCtemplate[0].dend[28],0.05555555555555555
L5PCtemplate[0].dend[28],0.16666666666666666
L5PCtemplate[0].dend[28],0.2777777777777778
L5PCtemplate[0].dend[28],0.3888888888888889
L5PCtemplate[0].dend[28],0.5
L5PCtemplate[0].dend[28],0.6111111111111112
L5PCtemplate[0].dend[28],0.7222222222222222
L5PCtemplate[0].dend[28],0.8333333333333334
L5PCtemplate[0].dend[28],0.9444444444444444
L5PCtemplate[0].dend[29],0.5
L5PCtemplate[0].dend[30],0.5
L5PCtemplate[0].dend[31],0.1
L5PCtemplate[0].dend[31],0.3
L5PCtemplate[0].dend[31],0.5
L5PCtemplate[0].dend[31],0.7
L5PCtemplate[0].dend[31],0.9
L5PCtemplate[0].dend[32],0.1
L5PCtemplate[0].dend[32],0.3
L5PCtemplate[0].dend[32],0.5
L5PCtemplate[0].dend[32],0.7
L5PCtemplate[0].dend[32],0.9
L5PCtemplate[0].dend[33],0.1
