0.0,45.0,90.0,135.0,180.0,225.0,270.0,315.0
4,4,2,3,5,3,4,3
3,5,4,3,6,4,2,4
6,3,5,2,3,4,3,3
5,2,4,4,6,5,4,4
2,3,4,4,4,3,4,2
4,3,4,3,4,4,4,2
3,2,3,2,4,4,1,4
4,3,2,2,3,3,3,4
7,3,4,2,3,5,5,4
4,5,2,4,4,2,2,3
3,4,4,4,4,4,3,2
4,2,4,4,2,4,3,3
4,4,3,4,4,2,3,4
3,6,3,2,2,3,5,3
5,4,3,4,4,4,3,3
